2016/06/16 05:51:20.348165:	RESET
2016/06/16 06:00:01.241944:	[BBLOG]: Sampling bb_reset_det_l, expecting 1
2016/06/16 06:00:01.242365:	------------------------------------------------------------------------------
2016/06/16 06:00:01.242442:	[16 06:00:01] .... 			baseband --loopback 10 --type aop --payload 50
2016/06/16 06:00:01.257377:	------------------------------------------------------------------------------
2016/06/16 06:00:01.257788:	:-) baseband --loopback 10 --type aop --payload 50
2016/06/16 06:00:01.448460:	DATA: test-result="Passed"
2016/06/16 06:00:01.449602:	PASS
2016/06/16 06:00:01.451443:	------------------------------------------------------------------------------
2016/06/16 06:00:01.464523:	[16 06:00:01] .... 			Exit code = 0x00000000
2016/06/16 06:00:01.466252:	[16 06:00:01] .... 			wait 59
2016/06/16 06:00:01.468217:	------------------------------------------------------------------------------
2016/06/16 06:00:01.469745:	:-) wait 59
2016/06/16 06:00:01.528102:	------------------------------------------------------------------------------
2016/06/16 06:00:01.547816:	[16 06:00:01] .... 			Exit code = 0x00000000
2016/06/16 06:00:01.549094:	------------------------------------------------------------------------------
2016/06/16 06:00:01.550076:	[BBLOG]: Finished AOP UART loopback successfully.
2016/06/16 06:00:01.563633:	[BBMTE]: bboscarlb finished with result true , 4.182s
2016/06/16 06:00:01.565299:	------------------------------------------------------------------------------
2016/06/16 06:00:01.575868:	[16 06:00:01] .... 			consoleformat --sink serial --dis --o color
2016/06/16 06:00:01.575942:	------------------------------------------------------------------------------
2016/06/16 06:00:01.576111:	:-) consoleformat --sink serial --dis --o color
2016/06/16 06:00:01.576175:	Disabling color option...
2016/06/16 06:00:01.576228:	OK
2016/06/16 06:00:01.592619:	------------------------------------------------------------------------------
2016/06/16 06:00:01.593672:	[16 06:00:01] .... 			Exit code = 0x00000000
2016/06/16 06:00:01.608056:	[16 06:00:01] .... 			consolerouter --rm --src bblib.print --dest serial --quiet
2016/06/16 06:00:01.608139:	------------------------------------------------------------------------------
2016/06/16 06:00:01.608442:	:-) consolerouter --rm --src bblib.print --dest serial --quiet
2016/06/16 06:00:01.609241:	OK
2016/06/16 06:00:01.623531:	------------------------------------------------------------------------------
2016/06/16 06:00:01.623708:	[16 06:00:01] .... 			Exit code = 0x00000000
2016/06/16 06:00:01.640393:	[16 06:00:01] .... 			consoleformat --sink serial --dis --o ts
2016/06/16 06:00:01.641151:	------------------------------------------------------------------------------
2016/06/16 06:00:01.641829:	:-) consoleformat --sink serial --dis --o ts
2016/06/16 06:00:01.642439:	Disabling timestamps option...
2016/06/16 06:00:01.643235:	OK
2016/06/16 06:00:01.658411:	------------------------------------------------------------------------------
2016/06/16 06:00:01.659214:	[16 06:00:01] .... 			Exit code = 0x00000000
2016/06/16 06:00:01.672201:	------------------------------------------------------------------------------
2016/06/16 06:00:01.673496:	[BBMTE]: root.bbdfu.baseband.bbhostwake (function: 0x878659AA0)
2016/06/16 06:00:01.674961:	------------------------------------------------------------------------------
2016/06/16 06:00:01.700280:	[16 06:00:01] .... 			temperature --dev soc
2016/06/16 06:00:01.705923:	------------------------------------------------------------------------------
2016/06/16 06:00:01.708225:	:-) temperature --dev soc
2016/06/16 06:00:01.714002:	Device: soc
2016/06/16 06:00:01.719895:		THERMAL0
2016/06/16 06:00:01.732967:		    Instant: 38.62 deg C
2016/06/16 06:00:01.741262:		    Max    : 38.85 deg C
2016/06/16 06:00:01.743400:		    Min    : 37.39 deg C
2016/06/16 06:00:01.754787:		    Average: 38.31 deg C
2016/06/16 06:00:01.756088:		THERMAL1
2016/06/16 06:00:01.764849:		    Instant: 38.85 deg C
2016/06/16 06:00:01.772360:		    Max    : 39.35 deg C
2016/06/16 06:00:01.774030:		    Min    : 37.87 deg C
2016/06/16 06:00:01.786607:		    Average: 38.71 deg C
2016/06/16 06:00:01.791194:		THERMAL2
2016/06/16 06:00:01.801460:		    Instant: 0.00 deg C
2016/06/16 06:00:01.802221:		    Max    : 0.00 deg C
2016/06/16 06:00:01.813095:		    Min    : 0.00 deg C
2016/06/16 06:00:01.813212:		    Average: 0.00 deg C
2016/06/16 06:00:01.813612:		CCC_THERMAL0
2016/06/16 06:00:01.813804:		    Instant: 37.39 deg C
2016/06/16 06:00:01.814001:		    Max    : 38.85 deg C
2016/06/16 06:00:01.818953:		    Min    : 36.65 deg C
2016/06/16 06:00:01.837153:		    Average: 37.81 deg C
2016/06/16 06:00:01.838540:		CCC_THERMAL1
2016/06/16 06:00:01.845182:		    Instant: 37.87 deg C
2016/06/16 06:00:01.856346:		    Max    : 38.37 deg C
2016/06/16 06:00:01.862052:		    Min    : 37.14 deg C
2016/06/16 06:00:01.874359:		    Average: 37.78 deg C
2016/06/16 06:00:01.877270:		CCC_THERMAL2
2016/06/16 06:00:01.879029:		    Instant: 37.39 deg C
2016/06/16 06:00:01.880846:		    Max    : 37.87 deg C
2016/06/16 06:00:01.882519:		    Min    : 36.15 deg C
2016/06/16 06:00:01.885713:		    Average: 36.90 deg C
2016/06/16 06:00:01.887522:	------------------------------------------------------------------------------
2016/06/16 06:00:01.889091:	[16 06:00:01] .... 			Exit code = 0x00000000
2016/06/16 06:00:01.889774:	------------------------------------------------------------------------------
2016/06/16 06:00:01.891779:	[REPORT]: CCC_THERMAL0_12 = 37.39 [-2147483648,2147483647]
2016/06/16 06:00:01.893256:	[REPORT]: CCC_THERMAL1_12 = 37.86999999999999 [-2147483648,2147483647]
2016/06/16 06:00:01.893968:	[REPORT]: CCC_THERMAL2_12 = 37.39 [-2147483648,2147483647]
2016/06/16 06:00:01.895048:	[BBMTE]: Using 1 loops for bbhostwake
2016/06/16 06:00:01.896104:	------------------------------------------------------------------------------
2016/06/16 06:00:01.896862:	[16 06:00:01] .... 			baseband --ping
2016/06/16 06:00:01.898167:	------------------------------------------------------------------------------
2016/06/16 06:00:01.900229:	:-) baseband --ping
2016/06/16 06:00:01.902139:	DATA: test-result="Passed"
2016/06/16 06:00:01.903904:	PASS
2016/06/16 06:00:01.907607:	------------------------------------------------------------------------------
2016/06/16 06:00:01.909295:	[16 06:00:01] .... 			Exit code = 0x00000000
2016/06/16 06:00:01.911194:	------------------------------------------------------------------------------
2016/06/16 06:00:01.913745:	[BBLOG]: Received request to place BB into online
2016/06/16 06:00:01.915606:	------------------------------------------------------------------------------
2016/06/16 06:00:01.917316:	[16 06:00:01] .... 			baseband --send_cmd 'at@nvm:fix_csi_bsp.mcc_enabled?'
2016/06/16 06:00:01.918433:	------------------------------------------------------------------------------
2016/06/16 06:00:01.919718:	:-) baseband --send_cmd 'at@nvm:fix_csi_bsp.mcc_enabled?'
2016/06/16 06:00:01.920621:	Request:
2016/06/16 06:00:01.922185:	0000000: 61 74 40 6E 76 6D 3A 66 69 78 5F 63 73 69 5F 62  at@nvm:fix_csi_b
2016/06/16 06:00:01.924646:	0000010: 73 70 2E 6D 63 63 5F 65 6E 61 62 6C 65 64 3F     sp.mcc_enabled?
2016/06/16 06:00:01.926204:	Response:
2016/06/16 06:00:01.927798:	0000000: 61 74 40 6E 76 6D 3A 66 69 78 5F 63 73 69 5F 62  at@nvm:fix_csi_b
2016/06/16 06:00:01.930769:	0000010: 73 70 2E 6D 63 63 5F 65 6E 61 62 6C 65 64 3F 0D  sp.mcc_enabled?.
2016/06/16 06:00:01.932583:	0000020: 0A 0D 0A 30 0D 0A 4F 4B 0D 0A                    ...0..OK..
2016/06/16 06:00:01.934464:	OK
2016/06/16 06:00:01.936240:	------------------------------------------------------------------------------
2016/06/16 06:00:01.938400:	[16 06:00:01] .... 			Exit code = 0x00000000
2016/06/16 06:00:01.939613:	[16 06:00:01] .... 			baseband --send_cmd 'at@bmm:UtaModeSetReq(UTA_MODE_CALIBRATION)'
2016/06/16 06:00:01.948780:	------------------------------------------------------------------------------
2016/06/16 06:00:01.951408:	:-) baseband --send_cmd 'at@bmm:UtaModeSetReq(UTA_MODE_CALIBRATION)'
2016/06/16 06:00:01.953152:	Request:
2016/06/16 06:00:01.964751:	0000000: 61 74 40 62 6D 6D 3A 55 74 61 4D 6F 64 65 53 65  at@bmm:UtaModeSe
2016/06/16 06:00:01.967260:	0000010: 74 52 65 71 28 55 54 41 5F 4D 4F 44 45 5F 43 41  tReq(UTA_MODE_CA
2016/06/16 06:00:01.969115:	0000020: 4C 49 42 52 41 54 49 4F 4E 29                    LIBRATION)
2016/06/16 06:00:01.991990:	Response:
2016/06/16 06:00:01.993587:	0000000: 61 74 40 62 6D 6D 3A 55 74 61 4D 6F 64 65 53 65  at@bmm:UtaModeSe
2016/06/16 06:00:01.993948:	0000010: 74 52 65 71 28 55 54 41 5F 4D 4F 44 45 5F 43 41  tReq(UTA_MODE_CA
2016/06/16 06:00:02.010019:	0000020: 4C 49 42 52 41 54 49 4F 4E 29 0D 0A 0D 0A 0D 0A  LIBRATION)......
2016/06/16 06:00:02.011605:	0000030: 4F 4B 0D 0A                                      OK..
2016/06/16 06:00:02.013583:	OK
2016/06/16 06:00:02.024936:	------------------------------------------------------------------------------
2016/06/16 06:00:02.026546:	[16 06:00:01] .... 			Exit code = 0x00000000
2016/06/16 06:00:02.028464:	------------------------------------------------------------------------------
2016/06/16 06:00:02.040091:	[BBLOG]: Successfully sent command for mode change
2016/06/16 06:00:02.045083:	------------------------------------------------------------------------------
2016/06/16 06:00:02.056343:	[16 06:00:01] .... 			baseband --send_cmd 'at@bmm:UtaModeGet()'
2016/06/16 06:00:02.060397:	------------------------------------------------------------------------------
2016/06/16 06:00:02.062084:	:-) baseband --send_cmd 'at@bmm:UtaModeGet()'
2016/06/16 06:00:02.063449:	Request:
2016/06/16 06:00:02.074331:	0000000: 61 74 40 62 6D 6D 3A 55 74 61 4D 6F 64 65 47 65  at@bmm:UtaModeGe
2016/06/16 06:00:02.075598:	0000010: 74 28 29                                         t()
2016/06/16 06:00:02.092450:	Response:
2016/06/16 06:00:02.094142:	0000000: 61 74 40 62 6D 6D 3A 55 74 61 4D 6F 64 65 47 65  at@bmm:UtaModeGe
2016/06/16 06:00:02.104570:	0000010: 74 28 29 0D 0A 0D 0A 73 74 6F 72 65 64 5F 6D 6F  t()....stored_mo
2016/06/16 06:00:02.105925:	0000020: 64 65 3D 55 54 41 5F 4D 4F 44 45 5F 4E 4F 52 4D  de=UTA_MODE_NORM
2016/06/16 06:00:02.107527:	0000030: 41 4C 3B 20 63 75 72 72 65 6E 74 5F 6D 6F 64 65  AL; current_mode
2016/06/16 06:00:02.120500:	0000040: 3D 55 54 41 5F 4D 4F 44 45 5F 43 41 4C 49 42 52  =UTA_MODE_CALIBR
2016/06/16 06:00:02.122031:	0000050: 41 54 49 4F 4E 3B 20 66 6F 72 63 65 5F 6D 6F 64  ATION; force_mod
2016/06/16 06:00:02.135671:	0000060: 65 3D 55 54 41 5F 4D 4F 44 45 5F 4E 4F 52 4D 41  e=UTA_MODE_NORMA
2016/06/16 06:00:02.140124:	0000070: 4C 3B 20 6D 6F 64 65 5F 73 77 69 74 63 68 5F 69  L; mode_switch_i
2016/06/16 06:00:02.141834:	0000080: 6E 5F 70 72 6F 67 72 65 73 73 3D 46 41 4C 53 45  n_progress=FALSE
2016/06/16 06:00:02.153090:	0000090: 3B 20 6E 65 78 74 5F 6D 6F 64 65 3D 55 54 41 5F  ; next_mode=UTA_
2016/06/16 06:00:02.154478:	00000A0: 4D 4F 44 45 5F 43 41 4C 49 42 52 41 54 49 4F 4E  MODE_CALIBRATION
2016/06/16 06:00:02.169677:	00000B0: 0D 0A 0D 0A 4F 4B 0D 0A                          ....OK..
2016/06/16 06:00:02.173171:	OK
2016/06/16 06:00:02.175337:	------------------------------------------------------------------------------
2016/06/16 06:00:02.177765:	[16 06:00:01] .... 			Exit code = 0x00000000
2016/06/16 06:00:02.185892:	------------------------------------------------------------------------------
2016/06/16 06:00:02.187694:	[BBLOG]: Determine BB OpMode to be ftm
2016/06/16 06:00:02.189778:	[BBLOG]: BB Placed into ftm and successfully verified
2016/06/16 06:00:02.200250:	------------------------------------------------------------------------------
2016/06/16 06:00:02.201708:	[16 06:00:01] .... 			pmurw -r 2306
2016/06/16 06:00:02.217966:	------------------------------------------------------------------------------
2016/06/16 06:00:02.219539:	:-) pmurw -r 2306
2016/06/16 06:00:02.222018:	Read 1 bytes:	 0x0C 
2016/06/16 06:00:02.223343:	------------------------------------------------------------------------------
2016/06/16 06:00:02.224681:	[16 06:00:01] .... 			Exit code = 0x00000000
2016/06/16 06:00:02.232891:	------------------------------------------------------------------------------
2016/06/16 06:00:02.234952:	[BBLOG]: PMU Reg 0x902 = 0x0C
2016/06/16 06:00:02.251810:	------------------------------------------------------------------------------
2016/06/16 06:00:02.253750:	[16 06:00:02] .... 			pmurw -r 2501
2016/06/16 06:00:02.255602:	------------------------------------------------------------------------------
2016/06/16 06:00:02.257420:	:-) pmurw -r 2501
2016/06/16 06:00:02.258817:	Read 1 bytes:	 0x02 
2016/06/16 06:00:02.264613:	------------------------------------------------------------------------------
2016/06/16 06:00:02.266035:	[16 06:00:02] .... 			Exit code = 0x00000000
2016/06/16 06:00:02.280129:	------------------------------------------------------------------------------
2016/06/16 06:00:02.281001:	[BBLOG]: PMU Reg 0x9C5 = 0x02
2016/06/16 06:00:02.281265:	[BBLOG]: Sampling bb_wake_ap, expecting 1
2016/06/16 06:00:02.281508:	[BBLOG]: Enabling Remote wake with 1500mS interval
2016/06/16 06:00:02.297661:	------------------------------------------------------------------------------
2016/06/16 06:00:02.299519:	[16 06:00:02] .... 			baseband --send_cmd 'at@ipc:remote_wake(1,1500)'
2016/06/16 06:00:02.301576:	------------------------------------------------------------------------------
2016/06/16 06:00:02.314895:	:-) baseband --send_cmd 'at@ipc:remote_wake(1,1500)'
2016/06/16 06:00:02.316348:	Request:
2016/06/16 06:00:02.318069:	0000000: 61 74 40 69 70 63 3A 72 65 6D 6F 74 65 5F 77 61  at@ipc:remote_wa
2016/06/16 06:00:02.328006:	0000010: 6B 65 28 31 2C 31 35 30 30 29                    ke(1,1500)
2016/06/16 06:00:02.329024:	Response:
2016/06/16 06:00:02.345613:	0000000: 61 74 40 69 70 63 3A 72 65 6D 6F 74 65 5F 77 61  at@ipc:remote_wa
2016/06/16 06:00:02.345869:	0000010: 6B 65 28 31 2C 31 35 30 30 29 0D 0A 0D 0A 52 65  ke(1,1500)....Re
2016/06/16 06:00:02.361644:	0000020: 6D 6F 74 65 5F 77 61 6B 65 3A 45 6E 61 62 6C 65  mote_wake:Enable
2016/06/16 06:00:02.362919:	0000030: 64 0A 0D 0A 4F 4B 0D 0A                          d...OK..
2016/06/16 06:00:02.364509:	OK
2016/06/16 06:00:02.364796:	------------------------------------------------------------------------------
2016/06/16 06:00:02.378785:	[16 06:00:02] .... 			Exit code = 0x00000000
2016/06/16 06:00:02.380315:	------------------------------------------------------------------------------
2016/06/16 06:00:02.381259:	[BBLOG]: Setting PCI PM State to l3 from l1.x
2016/06/16 06:00:02.392691:	------------------------------------------------------------------------------
2016/06/16 06:00:02.392862:	[16 06:00:02] .... 			baseband --d3 en
2016/06/16 06:00:02.408475:	------------------------------------------------------------------------------
2016/06/16 06:00:02.408634:	:-) baseband --d3 en
2016/06/16 06:00:02.408739:	BB entered D3 in 310us
2016/06/16 06:00:02.408788:	OK
2016/06/16 06:00:02.408915:	------------------------------------------------------------------------------
2016/06/16 06:00:02.425408:	[16 06:00:02] .... 			Exit code = 0x00000000
2016/06/16 06:00:02.425593:	[16 06:00:02] .... 			wait 100
2016/06/16 06:00:02.425849:	------------------------------------------------------------------------------
2016/06/16 06:00:02.426021:	:-) wait 100
2016/06/16 06:00:02.536965:	------------------------------------------------------------------------------
2016/06/16 06:00:02.538841:	[16 06:00:02] .... 			Exit code = 0x00000000
2016/06/16 06:00:02.553009:	------------------------------------------------------------------------------
2016/06/16 06:00:02.555854:	[BBLOG]: EP D-state set to D3hot
2016/06/16 06:00:02.557785:	------------------------------------------------------------------------------
2016/06/16 06:00:02.568711:	[16 06:00:02] .... 			pcie --pick 3; pcie --off
2016/06/16 06:00:02.569670:	------------------------------------------------------------------------------
2016/06/16 06:00:02.570457:	:-) pcie --pick 3; pcie --off
2016/06/16 06:00:02.571741:	Link 3 time-pmeto: 52 uS
2016/06/16 06:00:02.589119:	apcie: Disabling link 3
2016/06/16 06:00:02.591987:	------------------------------------------------------------------------------
2016/06/16 06:00:02.600628:	[16 06:00:02] .... 			Exit code = 0x00000000
2016/06/16 06:00:02.602048:	------------------------------------------------------------------------------
